DTXSID8048812,Lemildipine,,,,,,,,,,,,
DTXSID8048814,Oxendolone,,,,,,,,,,,,
DTXSID8048816,Perisoxal citrate,,,,,,,,,,,,
DTXSID8048818,Tolindate,,,,,,,,,,,,
DTXSID8048860,Ampyrone,,,,,,,,,,,,
DTXSID8048862,Isometheptene mucate,,,,,,,,,,,,
DTXSID8048864,S-(+)-Methamphetamine hydrochloride,,,,,,,,,,,,
DTXSID8048866,(-)- (S)-Cathinone hydrochloride,,,,,,,,,,,,
DTXSID8048868,(S)-(+)-N-Ethylamphetamine hydrochloride,,,,,,,,,,,,
DTXSID8048941,Varenicline dihydrochloride,,,,,,,,,,,,
DTXSID8048943,Canertinib,,,,,,,,,,,,
DTXSID8048945,C.I. 1040,,,,,,,,,,,,
DTXSID8048947,Tandutinib,,,,,,,,,,,,
DTXSID8048949,Maraviroc,,,,,,,,,,,,
DTXSID8048991,Atosiban,,,,,,,,,,,,
DTXSID8048993,(R)-Butaprost,,,,,,,,,,,,
DTXSID8048995,Cefoxitin sodium salt,,,,,,,,,,,,
DTXSID8048997,Dextrorphan tartrate,,,,,,,,,,,,
DTXSID8048999,Diloxanide furoate,,,,,,,,,,,,
DTXSID8049040,(S)-(+)-Dimethindene maleate,,,,,,,,,,,,
DTXSID8049042,ZD 2079,,,,,,,,,,,,
DTXSID8049044,N-Acetyl sulfamethoxazole,,,,,,,,,,,,
DTXSID8049046,Alpidem,,,,,,,,,,,,
DTXSID8049048,Asenapine,,,,,,,,,,,,
DTXSID8049200,Barium nitrate,,,,,,,,,,,,
DTXSID8049202,10-Chloro-9-anthraldehyde,,,,,,,,,,,,
DTXSID80858900,EPAMED_Water_Set2-34,,,,,,,,,,,,
DTXSID80858905,EPAMED_Water_Set2-39,,,,,,,,,,,,
DTXSID80858920,EPAMED_Water_Set2-54,,,,,,,,,,,,
DTXSID80862527,"1,3-Diphenylpropane",,,,,,,,,,,,
DTXSID80872707,EPAMED_Water_Set3-2,,,,,,,,,,,,
DTXSID80872722,EPAMED_Water_Set3-17,,,,,,,,,,,,
DTXSID80872727,EPAMED_Water_Set3-22,,,,,,,,,,,,
DTXSID80872742,EPAMED_Water_Set3-37,,,,,,,,,,,,
DTXSID80872747,EPAMED_Water_Set3-42,,,,,,,,,,,,
DTXSID80873178,Bosentan hydrate,,,,,,,,,,,,
DTXSID80891559,trans-Stilbene oxide,,,,,,,,,,,,
DTXSID80892122,MCF7_HTTr_Water_Sample_14,,,,,,,,,,,,
DTXSID80903828,EPAMED_Water_Set4-4,,,,,,,,,,,,
DTXSID80903843,EPAMED_Water_Set4-19,,,,,,,,,,,,
DTXSID80903848,EPAMED_Water_Set4-24,,,,,,,,,,,,
DTXSID80903863,EPAMED_Water_Set5-4,,,,,,,,,,,,
DTXSID80903868,EPAMED_Water_Set5-9,,,,,,,,,,,,
DTXSID80903883,EPAMED_Water_Set5-24,,,,,,,,,,,,
DTXSID80903888,EPAMED_Water_Set5-29,,,,,,,,,,,,
DTXSID90161811,3-Hydroxy-2-(hydroxymethyl)pyridine hydrochloride,,,,,,,,,,,,
DTXSID90199452,Naloxone hydrochloride dihydrate,,,,,,,,,,,,
DTXSID9020031,Actinomycin D,,,,,,,,,,,,
DTXSID9020081,Amobarbital,,,,,,,,,,,,
DTXSID9020083,Ampicillin trihydrate,,,,,,,,,,,,
DTXSID9020087,(E)-Anethole,,,,,,,,,,,,
DTXSID9020089,Anilazine,,,,,,,,,,,,
DTXSID9020110,Astemizole,,,,,,,,,,,,
DTXSID9020112,Atrazine,,,,,,,,,,,,
DTXSID9020114,Auramine hydrochloride,,,,,,,,,,,,
DTXSID9020116,5-Azacytidine,,,,,,,,,,,,
DTXSID9020118,Azaserine,,,,,,,,,,,,
DTXSID9020160,Bifenthrin,,,,,,,,,,,,
DTXSID9020164,Pentaerythritol dibromide,,,,,,,,,,,,
DTXSID9020166,Bis(tributyltin)oxide,,,,,,,,,,,,
DTXSID9020168,Bis(chloroethyl) ether,,,,,,,,,,,,
DTXSID9020241,Capsaicin,,,,,,,,,,,,
DTXSID9020243,Captan,,,,,,,,,,,,
DTXSID9020245,2-Phenylhydrazinecarboxamide,,,,,,,,,,,,
DTXSID9020247,Carbaryl,,,,,,,,,,,,
DTXSID9020249,Carbofuran,,,,,,,,,,,,
DTXSID9020293,2-Chloroacetophenone,,,,,,,,,,,,
DTXSID9020295,4-Chloroaniline,,,,,,,,,,,,
DTXSID9020299,Chlorobenzilate,,,,,,,,,,,,
DTXSID9020322,Chlorpropamide,,,,,,,,,,,,
DTXSID9020326,Chromic oxide pigment,,,,,,,,,,,,
DTXSID9020328,Danthron,,,,,,,,,,,,
DTXSID9020370,Daminozide,,,,,,,,,,,,
DTXSID9020372,Mitotane,,,,,,,,,,,,
DTXSID9020374,"p,p'-DDE",,,,,,,,,,,,
DTXSID9020376,"2,2',3,3',4,4',5,5',6,6'-Decabromodiphenyl ether",,,,,,,,,,,,
DTXSID9020378,Deflazacort,,,,,,,,,,,,
DTXSID9020401,"2,4-Diaminophenol dihydrochloride",,,,,,,,,,,,
DTXSID9020407,Diazinon,,,,,,,,,,,,
DTXSID9020409,"Dibenz[a,h]anthracene",,,,,,,,,,,,
DTXSID9020451,"N,N'-Dicyclohexylthiourea",,,,,,,,,,,,
DTXSID9020453,Dieldrin,,,,,,,,,,,,
DTXSID9020459,"N,N-Diethylacetamide",,,,,,,,,,,,
DTXSID9020538,"N,N'-Diphenyl-p-phenylenediamine",,,,,,,,,,,,
DTXSID9020580,Dulcin,,,,,,,,,,,,
DTXSID9020582,Ethoxyquin,,,,,,,,,,,,
DTXSID9020584,Ethanol,,,,,,,,,,,,
DTXSID9020615,Etodolac,,,,,,,,,,,,
DTXSID9020617,Eugenol,,,,,,,,,,,,
DTXSID9020663,Glycerol,,,,,,,,,,,,
DTXSID9020667,Glycine,,,,,,,,,,,,
DTXSID9020669,Glycyrrhetinic acid,,,,,,,,,,,,
DTXSID9020740,Indomethacin,,,,,,,,,,,,
DTXSID9020742,Iodoacetamide,,,,,,,,,,,,
DTXSID9020790,Malaoxon,,,,,,,,,,,,
DTXSID9020792,Maleic hydrazide,,,,,,,,,,,,
DTXSID9020794,Maneb,,,,,,,,,,,,
DTXSID9020796,Manidipine dihydrochloride,,,,,,,,,,,,
DTXSID9020821,DL-Methionine,,,,,,,,,,,,
DTXSID9020825,2-Methoxy-3-aminodibenzofuran,,,,,,,,,,,,
DTXSID9020827,Methoxychlor,,,,,,,,,,,,
DTXSID9020829,2-Methoxy-2-phenylacetic acid,,,,,,,,,,,,
DTXSID9020875,Methylhydrazine sulfate,,,,,,,,,,,,
DTXSID9020877,1-Methylnaphthalene,,,,,,,,,,,,
DTXSID9020902,Monocrotaline,,,,,,,,,,,,
DTXSID9020956,4-Hydroxy-3-nitrophenylarsonic acid,,,,,,,,,,,,
DTXSID9020958,"4-Nitro-1,2-phenylenediamine",,,,,,,,,,,,
DTXSID9021053,N-Methyl-N-nitrosoaniline,,,,,,,,,,,,
DTXSID9021059,N-Nitrosopiperazine,,,,,,,,,,,,
DTXSID9021130,1-Phenyl-3-methyl-5-pyrazolone,,,,,,,,,,,,
DTXSID9021132,"N-Phenyl-1,4-benzenediamine hydrochloride",,,,,,,,,,,,
DTXSID9021134,1-Phenyl-2-thiourea,,,,,,,,,,,,
DTXSID9021136,"4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione",,,,,,,,,,,,
DTXSID9021138,"1,4-Benzenediamine",,,,,,,,,,,,
DTXSID9021182,Praziquantel,,,,,,,,,,,,
DTXSID9021184,Prednisolone,,,,,,,,,,,,
DTXSID9021188,Probenecid,,,,,,,,,,,,
DTXSID9021215,Pyrazinamide,,,,,,,,,,,,
DTXSID9021217,Pyrimethamine,,,,,,,,,,,,
DTXSID9021219,Quercetin dihydrate,,,,,,,,,,,,
DTXSID9021267,Sesamol,,,,,,,,,,,,
DTXSID9021340,Thioacetamide,,,,,,,,,,,,
DTXSID9021342,Bithionol,,,,,,,,,,,,
DTXSID9021344,"4,4'-Thiodianiline",,,,,,,,,,,,
DTXSID9021346,Thiosemicarbazide,,,,,,,,,,,,
DTXSID9021348,Thiourea,,,,,,,,,,,,
DTXSID9021390,"1,2,3-Trichloropropane",,,,,,,,,,,,
DTXSID9021392,Triethanolamine,,,,,,,,,,,,
DTXSID9021396,Trimethadione,,,,,,,,,,,,
DTXSID9021398,"2,4,5-Trimethylaniline",,,,,,,,,,,,
DTXSID9021425,Urapidil,,,,,,,,,,,,
DTXSID9021427,Urethane,,,,,,,,,,,,
DTXSID9021477,Sodium tetrafluoroborate,,,,,,,,,,,,
DTXSID9021479,"2,7-Acetylaminofluorene",,,,,,,,,,,,
DTXSID9021550,Cyanogen bromide,,,,,,,,,,,,
DTXSID9021552,Cyclododecane,,,,,,,,,,,,
DTXSID9021554,Decanoic acid,,,,,,,,,,,,
DTXSID9021631,5-Methyl-3-isoxazolamine,,,,,,,,,,,,
DTXSID9021633,2-Methylpentanoic acid,,,,,,,,,,,,
DTXSID9021635,2-Methylpropanal,,,,,,,,,,,,
DTXSID9021637,Dibromonitromethane,,,,,,,,,,,,
DTXSID9021639,Nonanal,,,,,,,,,,,,
DTXSID9021683,Tridecanedioic acid,,,,,,,,,,,,
DTXSID9021685,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",,,,,,,,,,,,
DTXSID9021689,Undecane,,,,,,,,,,,,
DTXSID9021710,Benzyl trialkyl ammonium compound C2:C2:C2 (BTAAC C2:C2:C2),,,,,,,,,,,,
DTXSID9021716,"2,3,4,6-Tetrachlorophenol",,,,,,,,,,,,
DTXSID9021718,Tolazoline hydrochloride,,,,,,,,,,,,
DTXSID9021762,2-Butanol,,,,,,,,,,,,
DTXSID9021764,1-Amino-2-propanol,,,,,,,,,,,,
DTXSID9021841,N-Methylaniline,,,,,,,,,,,,
DTXSID9021843,2-Pyridinecarbonitrile,,,,,,,,,,,,
DTXSID9021847,Diphenyl oxide,,,,,,,,,,,,
DTXSID9021897,3-Methylpyridine,,,,,,,,,,,,
DTXSID9021899,2-Methylpyridine,,,,,,,,,,,,
DTXSID9021922,2-(Ethylamino)ethanol,,,,,,,,,,,,
DTXSID9021924,Pyridine,,,,,,,,,,,,
DTXSID9021928,Ethylene glycol monoethyl ether acetate,,,,,,,,,,,,
DTXSID9021974,4-Isopropylbenzaldehyde,,,,,,,,,,,,
DTXSID9021976,2-Phenoxyethanol,,,,,,,,,,,,
DTXSID9021978,2-Methylpentanal,,,,,,,,,,,,
DTXSID9022027,4-Fluoroaniline,,,,,,,,,,,,
DTXSID9022079,Pentabromophenol,,,,,,,,,,,,
DTXSID9022100,4-Propylphenol,,,,,,,,,,,,
DTXSID9022104,2-Decanone,,,,,,,,,,,,
DTXSID9022310,Daidzein,,,,,,,,,,,,
DTXSID9022312,4-Octylphenol,,,,,,,,,,,,
DTXSID9022360,"4-(1,1,3,3-Tetramethylbutyl)phenol",,,,,,,,,,,,
DTXSID9022364,5alpha-Dihydrotestosterone,,,,,,,,,,,,
DTXSID9022366,Estriol,,,,,,,,,,,,
DTXSID9022445,Bis(4-hydroxyphenyl)methane,,,,,,,,,,,,
DTXSID9022520,Ethyl cinnamate,,,,,,,,,,,,
DTXSID9022522,Diisobutyl phthalate,,,,,,,,,,,,
DTXSID9022524,Thalidomide,,,,,,,,,,,,
DTXSID9022526,Benzyl 4-hydroxybenzoate,,,,,,,,,,,,
DTXSID9022528,Ethylparaben,,,,,,,,,,,,
DTXSID9022574,Allylestrenol,,,,,,,,,,,,
DTXSID9022576,Alphaxalone,,,,,,,,,,,,
DTXSID9022578,Alprostadil,,,,,,,,,,,,
DTXSID9022601,Amphotericin B,,,,,,,,,,,,
DTXSID9022603,Amrinone,,,,,,,,,,,,
DTXSID9022607,Anastrozole,,,,,,,,,,,,
DTXSID9022609,Androstenediol,,,,,,,,,,,,
DTXSID9022655,Benzonatate,,,,,,,,,,,,
DTXSID9022657,Benzquinamide,,,,,,,,,,,,
DTXSID9022659,Benztropine,,,,,,,,,,,,
DTXSID9022730,Carbachol,,,,,,,,,,,,
DTXSID9022732,Carbazochrome sodium sulfonate,,,,,,,,,,,,
DTXSID9022734,Carbetapentane,,,,,,,,,,,,
DTXSID9022736,Carbimazole,,,,,,,,,,,,
DTXSID9022738,Carbocysteine,,,,,,,,,,,,
DTXSID9022780,Cephalexin,,,,,,,,,,,,
DTXSID9022782,Cephaloridine,,,,,,,,,,,,
DTXSID9022813,Chlorzoxazone,,,,,,,,,,,,
DTXSID9022815,C.I. Direct Blue 53,,,,,,,,,,,,
DTXSID9022817,Carminic acid,,,,,,,,,,,,
DTXSID9022861,Cyclacillin,,,,,,,,,,,,
DTXSID9022940,(+)-Diltiazem,,,,,,,,,,,,
DTXSID9022944,Metocurine iodide,,,,,,,,,,,,
DTXSID9022946,Dinoprost,,,,,,,,,,,,
DTXSID9022948,Diphemanil methylsulfate,,,,,,,,,,,,
DTXSID9022994,Erythromycin propionate,,,,,,,,,,,,
DTXSID9022998,Estradiol benzoate,,,,,,,,,,,,
DTXSID9023041,Felbamate,,,,,,,,,,,,
DTXSID9023043,Fenbufen,,,,,,,,,,,,
DTXSID9023049,Fentanyl,,,,,,,,,,,,
DTXSID9023095,Gliclazide,,,,,,,,,,,,
DTXSID9023097,Glisoxepide,,,,,,,,,,,,
DTXSID9023122,Hexobarbital,,,,,,,,,,,,
DTXSID9023128,Hycanthone,,,,,,,,,,,,
DTXSID9023170,Isocaine,,,,,,,,,,,,
DTXSID9023174,Isopropamide,,,,,,,,,,,,
DTXSID9023176,Isosorbide 5-mononitrate,,,,,,,,,,,,
DTXSID9023201,Leflunomide,,,,,,,,,,,,
DTXSID9023205,Levallorphan,,,,,,,,,,,,
DTXSID9023209,Levodopa,,,,,,,,,,,,
DTXSID9023255,Mephenoxalone,,,,,,,,,,,,
DTXSID9023380,Norethindrone,,,,,,,,,,,,
DTXSID9023386,Novobiocin sodium,,,,,,,,,,,,
DTXSID9023388,Olanzapine,,,,,,,,,,,,
DTXSID9023411,Oxyphenisatin acetate,,,,,,,,,,,,
DTXSID9023413,Paclitaxel,,,,,,,,,,,,
DTXSID9023415,Pancuronium bromide,,,,,,,,,,,,
DTXSID9023419,Paraldehyde,,,,,,,,,,,,
DTXSID9023463,DL-Phenylalanine,,,,,,,,,,,,
DTXSID9023540,Pyridostigmine bromide,,,,,,,,,,,,
DTXSID9023542,Pyrilamine,,,,,,,,,,,,
DTXSID9023546,Quetiapine,,,,,,,,,,,,
DTXSID9023548,Quinethazone,,,,,,,,,,,,
DTXSID9023590,Sparfloxacin,,,,,,,,,,,,
DTXSID9023621,Sulfobromophthalein,,,,,,,,,,,,
DTXSID9023623,Adesulfone sodium,,,,,,,,,,,,
DTXSID9023629,Syrosingopine,,,,,,,,,,,,
DTXSID9023673,Timiperone,,,,,,,,,,,,
DTXSID9023677,Tinoridine,,,,,,,,,,,,
DTXSID9023679,Tizanidine,,,,,,,,,,,,
DTXSID9023702,"N1,N2-Bis(2-aminoethyl)-1,2-ethanediamine",,,,,,,,,,,,
DTXSID9023706,Trilostane,,,,,,,,,,,,
DTXSID9023752,Zileuton,,,,,,,,,,,,
DTXSID9023756,Zotepine,,,,,,,,,,,,
DTXSID9023833,Poly[oxy(dimethylsilylene)],,,,,,,,,,,,
DTXSID9023835,Saquinavir mesylate,,,,,,,,,,,,
DTXSID9023837,Sodium bromate,,,,,,,,,,,,
DTXSID9023881,Clofentezine,,,,,,,,,,,,
DTXSID9023883,Aroclor 1016,,,,,,,,,,,,
DTXSID9023889,Quizalofop-ethyl,,,,,,,,,,,,
DTXSID9023914,Dicrotophos,,,,,,,,,,,,
DTXSID9023966,2-Chlorobutane,,,,,,,,,,,,
DTXSID9024015,"4,4'-Dibromodiphenyl ether",,,,,,,,,,,,
DTXSID9024063,"2,6-Dimethylphenol",,,,,,,,,,,,
DTXSID9024065,"1,3-Dinitrobenzene",,,,,,,,,,,,
DTXSID9024194,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,,,,,,,,,,,,
DTXSID9024300,Selenious acid,,,,,,,,,,,,
DTXSID9024304,Sethoxydim,,,,,,,,,,,,
DTXSID9024431,Aldicarb oxime,,,,,,,,,,,,
DTXSID9024437,Allyl acetate,,,,,,,,,,,,
DTXSID9024481,2-Amino-6-ethoxybenzothiazole,,,,,,,,,,,,
DTXSID9024483,4-(4-Amino-3-methylanilino)phenol,,,,,,,,,,,,
DTXSID9024485,6-Methoxy-2-benzothiazolamine,,,,,,,,,,,,
DTXSID9024487,2-Amino-4-methylbenzothiazole,,,,,,,,,,,,
DTXSID9024489,5-Amino-2-methylphenol,,,,,,,,,,,,
DTXSID9024512,3-(Trifluoromethyl)aniline,,,,,,,,,,,,
DTXSID9024568,Benzenesulfonic acid,,,,,,,,,,,,
DTXSID9024641,"3-Bromo-2,2-bis(bromomethyl)propanol",,,,,,,,,,,,
DTXSID9024691,Butyl glycidyl ether,,,,,,,,,,,,
DTXSID9024699,tert-Butyl perbenzoate,,,,,,,,,,,,
DTXSID9024724,Caprylyl chloride,,,,,,,,,,,,
DTXSID9024726,Carbamide peroxide,,,,,,,,,,,,
DTXSID9024770,3-Chlorobenzoic acid,,,,,,,,,,,,
DTXSID9024772,4-Chlorobenzoic acid,,,,,,,,,,,,
DTXSID9024774,2-Chlorobenzotrifluoride,,,,,,,,,,,,
DTXSID9024809,3-Chloro-1-propanol,,,,,,,,,,,,
DTXSID9024853,"Creosote, wood",,,,,,,,,,,,
DTXSID9024855,3-Methoxy-4-methylaniline,,,,,,,,,,,,
DTXSID9024930,"3,4-Diaminotoluene",,,,,,,,,,,,
DTXSID9024934,Diazoaminobenzene,,,,,,,,,,,,
DTXSID9024980,"3,4-Dichlorobenzoic acid",,,,,,,,,,,,
DTXSID9024986,"4,4'-Dichlorodiphenyl sulfone",,,,,,,,,,,,
DTXSID9025035,7-Diethylamino-4-methylcoumarin,,,,,,,,,,,,
DTXSID9025037,3-Diethylaminophenol,,,,,,,,,,,,
DTXSID9025085,Diisopropylamine,,,,,,,,,,,,
DTXSID9025087,Dimenhydrinate,,,,,,,,,,,,
DTXSID9025110,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",,,,,,,,,,,,
DTXSID9025112,"2,3-Dimethylbutane",,,,,,,,,,,,
DTXSID9025114,6PPD,,,,,,,,,,,,
DTXSID9025164,"1,3-Dinitronaphthalene",,,,,,,,,,,,
DTXSID9025166,"1,8-Dinitronaphthalene",,,,,,,,,,,,
DTXSID9025243,"1,2-Epoxydodecane",,,,,,,,,,,,
DTXSID9025245,"1,2-Epoxyhexadecane",,,,,,,,,,,,
DTXSID9025249,"1,2-Epoxytetradecane",,,,,,,,,,,,
DTXSID9025291,2-Ethylhexaldehyde,,,,,,,,,,,,
DTXSID9025293,2-Ethylhexanoic acid,,,,,,,,,,,,
DTXSID9025297,2-Ethylhexyl acrylate,,,,,,,,,,,,
DTXSID9025299,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",,,,,,,,,,,,
DTXSID9025324,alpha-Fenchone,,,,,,,,,,,,
DTXSID9025326,Ferrocene,,,,,,,,,,,,
DTXSID9025328,Fluorescein sodium,,,,,,,,,,,,
DTXSID9025370,Halazone,,,,,,,,,,,,
DTXSID9025401,"1,6-Hexanediol diacrylate",,,,,,,,,,,,
DTXSID9025403,Hexyl benzoate,,,,,,,,,,,,
DTXSID9025409,Hydrastine,,,,,,,,,,,,
DTXSID9025451,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",,,,,,,,,,,,
DTXSID9025453,3-Methylbutyl acetate,,,,,,,,,,,,
